# Current_8500.csv run at 2000-09-01 12:00:00 PDT on 9883 links
link_name,currA_real,currA_imag,currB_real,currB_imag,currC_real,currC_imag
LN5500984-1,9.292117,-12.619295,0.000000,0.000000,0.000000,0.000000
LN6199504-1,3.622579,-5.630155,0.000000,0.000000,0.000000,0.000000
LN5500984-4,10.150511,-13.785048,0.000000,0.000000,0.000000,0.000000
LN5833633-4,8.776771,-11.923202,0.000000,0.000000,0.000000,0.000000
LN6322630-1,11.641810,-18.066016,0.000000,0.000000,0.000000,0.000000
LN5928543-1,1.165175,-1.782689,0.000000,0.000000,0.000000,0.000000
LN6229795-3,1.600982,-2.431594,0.000000,0.000000,0.000000,0.000000
LN6411387-1,0.719124,-1.097767,0.000000,0.000000,0.000000,0.000000
LN5985339-1,2.101126,-2.756472,0.000000,0.000000,0.000000,0.000000
LN5958703-1,13.561535,-21.038680,0.000000,0.000000,0.000000,0.000000
LN6171502-1,1.168029,-1.784737,0.000000,0.000000,0.000000,0.000000
LN6411394-2,10.208878,-15.875872,0.000000,0.000000,0.000000,0.000000
LN6201694-1,0.731860,-1.118923,0.000000,0.000000,0.000000,0.000000
LN5625548-1,2.101126,-2.756472,0.000000,0.000000,0.000000,0.000000
LN6291288-2,4.320205,-5.250188,0.000000,0.000000,0.000000,0.000000
LN5803264-3,0.729892,-1.110990,0.000000,0.000000,0.000000,0.000000
LN5532749-3,0.727076,-1.138679,0.000000,0.000000,0.000000,0.000000
LN5531255-2,9.600224,-15.022113,0.000000,0.000000,0.000000,0.000000
LN5924721-1,11.347288,-17.894075,0.000000,0.000000,0.000000,0.000000
LN6320331-1,0.484882,-0.633751,0.000000,0.000000,0.000000,0.000000
LN5712587-2,13.188590,-20.794993,0.000000,0.000000,0.000000,0.000000
LN5774470-3,13.561535,-21.038680,0.000000,0.000000,0.000000,0.000000
LN5986938-3,3.110686,-4.815587,0.000000,0.000000,0.000000,0.000000
LN6349051-1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
LN5503479-1,5.683467,-7.722900,0.000000,0.000000,0.000000,0.000000
LN6229789-1,0.733513,-1.120839,0.000000,0.000000,0.000000,0.000000
LN5653456-1,3.091848,-4.673422,0.000000,0.000000,0.000000,0.000000
LN5714052-3,1.077486,-1.624153,0.000000,0.000000,0.000000,0.000000
LN6199525-2,0.329763,-0.433740,0.000000,0.000000,0.000000,0.000000
LN6383058-1,0.725629,-1.135632,0.000000,0.000000,0.000000,0.000000
LN5806918-2,11.207747,-14.481403,0.000000,0.000000,0.000000,0.000000
LN5714052-2,1.077486,-1.624153,0.000000,0.000000,0.000000,0.000000
LN6106580-1,3.410540,-5.326016,0.000000,0.000000,0.000000,0.000000
LN5926300-1,2.355899,-3.559557,0.000000,0.000000,0.000000,0.000000
LN5593240-1,8.617683,-13.406135,0.000000,0.000000,0.000000,0.000000
LN5651977-3,2.364909,-3.528930,0.000000,0.000000,0.000000,0.000000
LN6411390-1,0.810825,-1.066558,0.000000,0.000000,0.000000,0.000000
LN5534965-2,0.731860,-1.118923,0.000000,0.000000,0.000000,0.000000
LN6140774-2,1.165175,-1.782689,0.000000,0.000000,0.000000,0.000000
LN6137015-1,9.292117,-12.619295,0.000000,0.000000,0.000000,0.000000
LN5651961-1,0.722774,-1.124594,0.000000,0.000000,0.000000,0.000000
LN6108126-1,0.805130,-1.040174,0.000000,0.000000,0.000000,0.000000
LN5532747-1,0.873845,-1.325793,0.000000,0.000000,0.000000,0.000000
LN6015788-1,9.113526,-11.777775,0.000000,0.000000,0.000000,0.000000
LN5774487-1,0.439778,-0.685686,0.000000,0.000000,0.000000,0.000000
LN5956465-1,1.914111,-2.894291,0.000000,0.000000,0.000000,0.000000
LN5534965-3,0.731860,-1.118923,0.000000,0.000000,0.000000,0.000000
LN5683853-1,4.107622,-6.272768,0.000000,0.000000,0.000000,0.000000
LN6048633-1,0.351586,-0.379928,0.000000,0.000000,0.000000,0.000000
LN5682325-1,10.931652,-17.000466,0.000000,0.000000,0.000000,0.000000
LN5986938-2,3.110686,-4.815587,0.000000,0.000000,0.000000,0.000000
LN5804806-1,9.051821,-14.078485,0.000000,0.000000,0.000000,0.000000
LN5651997-1,0.859973,-1.169717,0.000000,0.000000,0.000000,0.000000
LN5683856-3,0.729885,-1.117397,0.000000,0.000000,0.000000,0.000000
LN6228328-1,13.188590,-20.794993,0.000000,0.000000,0.000000,0.000000
LN6047575-2,0.715938,-1.077084,0.000000,0.000000,0.000000,0.000000
LN6167816-1,0.457260,-0.679638,0.000000,0.000000,0.000000,0.000000
LN5655683-1,11.641810,-18.066016,0.000000,0.000000,0.000000,0.000000
LN6258530-1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
LN6380835-1,0.303170,-0.449038,0.000000,0.000000,0.000000,0.000000
LN5926306-1,2.414866,-3.045071,0.000000,0.000000,0.000000,0.000000
LN5926309-3,2.585960,-3.390108,0.000000,0.000000,0.000000,0.000000
LN6108134-1,0.295854,-0.461462,0.000000,0.000000,0.000000,0.000000
LN6047570-1,0.481130,-0.611496,0.000000,0.000000,0.000000,0.000000
LN5772710-2,5.793954,-9.011191,0.000000,0.000000,0.000000,0.000000
LN5653467-1,1.654761,-2.175227,0.000000,0.000000,0.000000,0.000000
LN6290229-1,2.815091,-4.162584,0.000000,0.000000,0.000000,0.000000
LN5926304-1,5.070085,-7.883243,0.000000,0.000000,0.000000,0.000000
LN6505948-2,9.569995,-14.859172,0.000000,0.000000,0.000000,0.000000
LN5985347-1,2.511921,-3.713546,0.000000,0.000000,0.000000,0.000000
LN6137085-1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
LN5985347-2,1.751476,-2.588174,0.000000,0.000000,0.000000,0.000000
LN5683814-1,0.827387,-1.087629,0.000000,0.000000,0.000000,0.000000
LN6169244-1,0.766320,-1.087555,0.000000,0.000000,0.000000,0.000000
LN5742808-1,0.808113,-1.061340,0.000000,0.000000,0.000000,0.000000
LN6505947-4,10.014174,-15.545541,0.000000,0.000000,0.000000,0.000000
LN5683829-1,3.309549,-4.350518,0.000000,0.000000,0.000000,0.000000
LN6077783-1,1.633931,-2.150172,0.000000,0.000000,0.000000,0.000000
LN5926309-2,2.585960,-3.390108,0.000000,0.000000,0.000000,0.000000
LN5772710-1,6.517706,-10.138779,0.000000,0.000000,0.000000,0.000000
LN5895785-1,2.101126,-2.756472,0.000000,0.000000,0.000000,0.000000
LN5895784-1,3.592687,-4.725437,0.000000,0.000000,0.000000,0.000000
LN5500957-1,3.447691,-5.397167,0.000000,0.000000,0.000000,0.000000
LN5528572-2,1.947222,-2.559113,0.000000,0.000000,0.000000,0.000000
LN6073648-1,1.947222,-2.559113,0.000000,0.000000,0.000000,0.000000
LN5561444-1,0.344265,-0.446204,0.000000,0.000000,0.000000,0.000000
LN5528572-3,1.947222,-2.559113,0.000000,0.000000,0.000000,0.000000
LN6506312-2,5.709817,-7.501530,0.000000,0.000000,0.000000,0.000000
LN6301772-2,5.638026,-7.415483,0.000000,0.000000,0.000000,0.000000
LN5532756-1,4.821336,-6.341038,0.000000,0.000000,0.000000,0.000000
LN6506313-4,5.380058,-7.067798,0.000000,0.000000,0.000000,0.000000
LN5746547-1,12.328016,-16.174422,0.000000,0.000000,0.000000,0.000000
LN5741249-1,6.127917,-8.056658,0.000000,0.000000,0.000000,0.000000
LN6411389-1,11.502223,-15.090548,0.000000,0.000000,0.000000,0.000000
LN6014135-1,6.127917,-8.056658,0.000000,0.000000,0.000000,0.000000
LN5593238-1,11.006730,-14.443460,0.000000,0.000000,0.000000,0.000000
LN5744340-1,8.772166,-11.516762,0.000000,0.000000,0.000000,0.000000
LN5653468-1,4.821336,-6.341038,0.000000,0.000000,0.000000,0.000000
LN5835146-1,6.953579,-9.134526,0.000000,0.000000,0.000000,0.000000
LN6229806-1,0.816971,-1.075100,0.000000,0.000000,0.000000,0.000000
LN6140777-1,12.328016,-16.174422,0.000000,0.000000,0.000000,0.000000
LN5653466-1,1.243762,-1.632996,0.000000,0.000000,0.000000,0.000000
LN5593237-1,7.780311,-10.220609,0.000000,0.000000,0.000000,0.000000
LN5562936-1,5.709817,-7.501530,0.000000,0.000000,0.000000,0.000000
LN6301772-3,5.638026,-7.415483,0.000000,0.000000,0.000000,0.000000
LN5744339-1,10.511034,-13.795924,0.000000,0.000000,0.000000,0.000000
LN6076268-1,9.600224,-15.022113,0.000000,0.000000,0.000000,0.000000
LN5835147-1,4.553972,-5.985062,0.000000,0.000000,0.000000,0.000000
LN6171506-1,4.334885,-6.408187,0.000000,0.000000,0.000000,0.000000
LN5954983-1,9.600224,-15.022113,0.000000,0.000000,0.000000,0.000000
LN5744344-1,8.868242,-13.875515,0.000000,0.000000,0.000000,0.000000
LN6017298-1,2.304759,-3.587282,0.000000,0.000000,0.000000,0.000000
LN5594243-1,5.413223,-6.282328,0.000000,0.000000,0.000000,0.000000
LN5776666-1,2.634809,-4.131317,0.000000,0.000000,0.000000,0.000000
LN6201695-2,0.728615,-1.116365,0.000000,0.000000,0.000000,0.000000
LN5714057-1,8.136020,-12.728177,0.000000,0.000000,0.000000,0.000000
LN5835136-3,1.171357,-1.776063,0.000000,0.000000,0.000000,0.000000
LN6108149-1,1.135062,-1.490756,0.000000,0.000000,0.000000,0.000000
LN5833652-1,8.868242,-13.875515,0.000000,0.000000,0.000000,0.000000
LN6169254-1,3.309549,-4.350518,0.000000,0.000000,0.000000,0.000000
LN5504712-1,0.728615,-1.116365,0.000000,0.000000,0.000000,0.000000
LN5895779-1,0.444750,-0.688078,0.000000,0.000000,0.000000,0.000000
LN6201695-3,0.728615,-1.116365,0.000000,0.000000,0.000000,0.000000
LN5776669-3,4.334885,-6.408187,0.000000,0.000000,0.000000,0.000000
LN5894192-1,7.256760,-11.357774,0.000000,0.000000,0.000000,0.000000
LN6262263-1,2.634809,-4.131317,0.000000,0.000000,0.000000,0.000000
LN5712498-1,1.744194,-2.026802,0.000000,0.000000,0.000000,0.000000
LN6320341-2,5.050295,-6.634058,0.000000,0.000000,0.000000,0.000000
LN6411393-1,0.288524,-0.449842,0.000000,0.000000,0.000000,0.000000
LN6047596-1,3.118252,-4.611598,0.000000,0.000000,0.000000,0.000000
LN6260017-1,3.878569,-5.736600,0.000000,0.000000,0.000000,0.000000
LN6015890-1,0.872110,-1.013428,0.000000,0.000000,0.000000,0.000000
LN6380825-1,7.256760,-11.357774,0.000000,0.000000,0.000000,0.000000
LN5835136-2,1.171357,-1.776063,0.000000,0.000000,0.000000,0.000000
LN6199040-1,0.724971,-1.134034,0.000000,0.000000,0.000000,0.000000
LN6153057-1,1.835186,-2.876420,0.000000,0.000000,0.000000,0.000000
LN6153057-2,1.102374,-1.727298,0.000000,0.000000,0.000000,0.000000
LN5894312-1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
LN6198049-1,2.975437,-4.649175,0.000000,0.000000,0.000000,0.000000
LN6046058-1,2.267208,-2.631625,0.000000,0.000000,0.000000,0.000000
LN6260001-1,0.288525,-0.449844,0.000000,0.000000,0.000000,0.000000
LN6411374-1,1.903030,-2.982934,0.000000,0.000000,0.000000,0.000000
LN5989332-1,3.146015,-3.650703,0.000000,0.000000,0.000000,0.000000
LN6350532-1,0.733380,-1.120443,0.000000,0.000000,0.000000,0.000000
LN5833611-1,2.567976,-4.025442,0.000000,0.000000,0.000000,0.000000
LN5986934-1,0.323878,-0.426434,0.000000,0.000000,0.000000,0.000000
LN6049964-1,3.146015,-3.650703,0.000000,0.000000,0.000000,0.000000
LN5776669-2,4.334885,-6.408187,0.000000,0.000000,0.000000,0.000000
LN6258429-1,5.059945,-7.917407,0.000000,0.000000,0.000000,0.000000
LN5472359-1,3.195942,-4.968499,0.000000,0.000000,0.000000,0.000000
LN5621834-1,3.007860,-4.711385,0.000000,0.000000,0.000000,0.000000
LN6198041-1,0.872084,-1.013374,0.000000,0.000000,0.000000,0.000000
LN5533838-1,1.834565,-2.127863,0.000000,0.000000,0.000000,0.000000
LN6320339-1,2.750387,-4.277997,0.000000,0.000000,0.000000,0.000000
LN5661951-3,0.722613,-1.105820,0.000000,0.000000,0.000000,0.000000
LN5661951-2,0.722613,-1.105820,0.000000,0.000000,0.000000,0.000000
LN5683857-1,1.522928,-2.367669,0.000000,0.000000,0.000000,0.000000
LN6015794-1,0.766320,-1.087555,0.000000,0.000000,0.000000,0.000000
LN5623393-1,0.321789,-0.420030,0.000000,0.000000,0.000000,0.000000
LN6043468-2,0.000000,0.000000,-3.567737,-0.289435,0.000000,0.000000
LN5830952-1,0.000000,0.000000,-3.567737,-0.289435,0.000000,0.000000
LN6043468-3,0.000000,0.000000,-3.567737,-0.289435,0.000000,0.000000
LN5621837-3,0.000000,0.000000,-2.239069,-0.015013,0.000000,0.000000
LN5895801-1,0.000000,0.000000,-1.473474,-0.052113,0.000000,0.000000
LN6229817-1,0.000000,0.000000,-1.754190,-0.064285,0.000000,0.000000
LN5532786-3,0.000000,0.000000,-2.369352,-0.020056,0.000000,0.000000
LN5621837-2,0.000000,0.000000,-2.239069,-0.015013,0.000000,0.000000
LN5532786-2,0.000000,0.000000,-2.369352,-0.020056,0.000000,0.000000
LN5712475-1,0.000000,0.000000,-2.239069,-0.015013,0.000000,0.000000
LN6290243-1,0.000000,0.000000,-2.977622,-0.320871,0.000000,0.000000
LN5472406-1,0.000000,0.000000,-0.907249,-0.000693,0.000000,0.000000
LN5835134-1,0.000000,0.000000,-0.885141,-0.095188,0.000000,0.000000
LN5561432-2,0.000000,0.000000,-14.481917,-1.565488,0.000000,0.000000
LN5500962-2,0.000000,0.000000,-0.585677,-0.001230,0.000000,0.000000
LN5958707-1,0.000000,0.000000,-0.887410,-0.007359,0.000000,0.000000
LN6327237-1,0.000000,0.000000,-7.746957,-0.002165,0.000000,0.000000
LN5993742-1,0.000000,0.000000,-0.908945,0.000056,0.000000,0.000000
LN6259997-1,0.000000,0.000000,-3.036432,-0.000571,0.000000,0.000000
LN6018333-1,0.000000,0.000000,-1.686730,-0.347388,0.000000,0.000000
LN5831676-1,0.000000,0.000000,-1.473572,-0.052081,0.000000,0.000000
LN247162,0.000000,0.000000,-0.886530,-0.094742,0.000000,0.000000
LN5987964-1,0.000000,0.000000,-2.138065,-0.279626,0.000000,0.000000
LN6047588-1,0.000000,0.000000,-0.886800,-0.094655,0.000000,0.000000
LN5986922-1,0.000000,0.000000,-2.412123,-0.008315,0.000000,0.000000
LN6381851-1,0.000000,0.000000,-2.923123,-0.458387,0.000000,0.000000
LN5682337-1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
LN5798823-1,0.000000,0.000000,-5.259543,-0.824690,0.000000,0.000000
LN5803984-1,0.000000,0.000000,-15.023362,-0.005091,0.000000,0.000000
LN5895776-1,0.000000,0.000000,-3.238751,-0.007315,0.000000,0.000000
LN6320364-1,0.000000,0.000000,-0.887428,-0.007351,0.000000,0.000000
LN6505946-1,0.000000,0.000000,-3.006744,-0.016717,0.000000,0.000000
LN5926299-1,0.000000,0.000000,-3.014077,-0.013673,0.000000,0.000000
LN5744364-1,0.000000,0.000000,-0.882623,-0.001998,0.000000,0.000000
LN5644788-1,0.000000,0.000000,-0.593208,-0.072522,0.000000,0.000000
LN5926315-1,0.000000,0.000000,-0.886800,-0.094655,0.000000,0.000000
LN5958706-1,0.000000,0.000000,-2.951197,-0.031198,0.000000,0.000000
LN6407748-1,0.000000,0.000000,-27.453452,-0.020828,0.000000,0.000000
LN5563909-2,0.000000,0.000000,-1.465890,-0.225493,0.000000,0.000000
LN5835141-1,0.000000,0.000000,-0.849218,-0.111186,0.000000,0.000000
LN5956476-1,0.000000,0.000000,-8.254558,-0.897551,0.000000,0.000000
LN5501096-1,0.000000,0.000000,-0.881099,-0.131191,0.000000,0.000000
LN6015793-1,0.000000,0.000000,-1.476145,-0.051511,0.000000,0.000000
LN6506317-2,0.000000,0.000000,-0.891164,0.000600,0.000000,0.000000
LN6351512-1,0.000000,0.000000,-0.843372,-0.173692,0.000000,0.000000
LN5866267-1,0.000000,0.000000,-1.408018,-0.290411,0.000000,0.000000
LN5502527-1,0.000000,0.000000,-0.901979,-0.003941,0.000000,0.000000
LN5684859-1,0.000000,0.000000,-1.459097,-0.230062,0.000000,0.000000
LN6380819-1,0.000000,0.000000,-10.173314,-0.002749,0.000000,0.000000
LN6380800-1,0.000000,0.000000,-1.487836,0.000405,0.000000,0.000000
LN5500978-1,0.000000,0.000000,-0.852225,-0.110805,0.000000,0.000000
LN5744352-1,0.000000,0.000000,-2.213311,-0.079721,0.000000,0.000000
LN5835159-1,0.000000,0.000000,-0.877646,-0.032023,0.000000,0.000000
LN6660514-2,0.000000,0.000000,-0.907543,-0.002512,0.000000,0.000000
LN6074369-1,0.000000,0.000000,-2.947111,-0.104175,0.000000,0.000000
LN5986946-1,0.000000,0.000000,-2.944749,-0.110717,0.000000,0.000000
LN6046046-1,0.000000,0.000000,-1.457583,-0.055569,0.000000,0.000000
LN6411367-1,0.000000,0.000000,-1.475612,-0.015593,0.000000,0.000000
LN6047607-1,0.000000,0.000000,-20.477001,-0.010265,0.000000,0.000000
LN6167715-1,0.000000,0.000000,-0.886530,-0.094742,0.000000,0.000000
LN5472396-1,0.000000,0.000000,-2.356542,-0.005735,0.000000,0.000000
LN6102834-2,0.000000,0.000000,-4.437456,-0.481980,0.000000,0.000000
LN5774474-1,0.000000,0.000000,-0.890465,0.000371,0.000000,0.000000
LN5623407-1,0.000000,0.000000,-1.511241,-0.154941,0.000000,0.000000
LN6229798-1,0.000000,0.000000,-1.504798,-0.007380,0.000000,0.000000
LN6380816-1,0.000000,0.000000,-0.906760,-0.000909,0.000000,0.000000
LN5532745-1,0.000000,0.000000,-3.014077,-0.013673,0.000000,0.000000
LN5865224-1,0.000000,0.000000,-0.886428,-0.094775,0.000000,0.000000
LN5916435-1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
LN6047564-1,0.000000,0.000000,-2.935851,-0.006955,0.000000,0.000000
LN6495087-1,0.000000,0.000000,-0.889283,0.000071,0.000000,0.000000
LN5588016-4,0.000000,0.000000,-16.539194,-0.006423,0.000000,0.000000
LN5472346-1,0.000000,0.000000,-0.905025,-0.003151,0.000000,0.000000
LN6351518-1,0.000000,0.000000,-1.686730,-0.347388,0.000000,0.000000
LN5895802-1,0.000000,0.000000,-1.469719,-0.052948,0.000000,0.000000
LN5650048-1,0.000000,0.000000,-1.473572,-0.052081,0.000000,0.000000
LN6407748-2,0.000000,0.000000,-25.176406,-0.016719,0.000000,0.000000
LN5986931-2,0.000000,0.000000,-1.498023,-0.006498,0.000000,0.000000
LN5561432-1,0.000000,0.000000,-14.776877,-1.597073,0.000000,0.000000
LN5588016-3,0.000000,0.000000,-16.539194,-0.006423,0.000000,0.000000
LN6322801-1,0.000000,0.000000,-6.184857,-1.274884,0.000000,0.000000
LN6139658-1,0.000000,0.000000,-1.461669,-0.229165,0.000000,0.000000
LN6290211-1,0.000000,0.000000,-30.479664,-0.025878,0.000000,0.000000
LN5951197-2,0.000000,0.000000,-0.891156,0.000596,0.000000,0.000000
LN5621848-3,0.000000,0.000000,-1.455987,-0.057611,0.000000,0.000000
LN5746550-2,0.000000,0.000000,-0.887410,-0.007359,0.000000,0.000000
LN5746550-3,0.000000,0.000000,-0.887410,-0.007359,0.000000,0.000000
LN6108139-1,0.000000,0.000000,-0.908382,-0.000193,0.000000,0.000000
LN5818176-1,0.000000,0.000000,-1.475863,-0.002630,0.000000,0.000000
LN6495088-1,0.000000,0.000000,-0.889283,0.000071,0.000000,0.000000
LN5958705-1,0.000000,0.000000,-5.304134,-0.013316,0.000000,0.000000
LN6411384-1,0.000000,0.000000,-12.598839,-0.003699,0.000000,0.000000
LN6138591-1,0.000000,0.000000,-25.410229,0.005750,0.000000,0.000000
LN5926289-1,0.000000,0.000000,-0.907018,-0.002637,0.000000,0.000000
LN5956458-1,0.000000,0.000000,-1.421777,-0.185522,0.000000,0.000000
LN5714042-1,0.000000,0.000000,-1.513479,-0.005204,0.000000,0.000000
LN5835128-1,0.000000,0.000000,-1.810039,-0.006306,0.000000,0.000000
LN6320353-1,0.000000,0.000000,-0.877646,-0.032023,0.000000,0.000000
LN5653493-1,0.000000,0.000000,-18.054560,-0.007959,0.000000,0.000000
LN5746549-1,0.000000,0.000000,-2.951197,-0.031198,0.000000,0.000000
LN5562920-1,0.000000,0.000000,-1.515023,-0.004801,0.000000,0.000000
LN5895792-1,0.000000,0.000000,-8.254558,-0.897551,0.000000,0.000000
LN5841919-1,0.000000,0.000000,-0.908945,0.000056,0.000000,0.000000
LN5926332-1,0.000000,0.000000,-2.422441,-0.002305,0.000000,0.000000
LN5653489-1,0.000000,0.000000,-1.473826,-0.003504,0.000000,0.000000
LN6381854-1,0.000000,0.000000,-3.094749,-0.637799,0.000000,0.000000
LN6200528-1,0.000000,0.000000,-1.686730,-0.347388,0.000000,0.000000
LN6660515-2,0.000000,0.000000,-0.907543,-0.002512,0.000000,0.000000
LN6327237-2,0.000000,0.000000,-6.838012,-0.002221,0.000000,0.000000
LN6496337-2,0.000000,0.000000,-0.889283,0.000071,0.000000,0.000000
LN5593227-1,0.000000,0.000000,-2.935851,-0.006955,0.000000,0.000000
LN5804787-1,0.000000,0.000000,-1.425127,-0.115308,0.000000,0.000000
LN247171,0.000000,0.000000,-0.886800,-0.094655,0.000000,0.000000
LN6229818-1,0.000000,0.000000,-0.877101,-0.032140,0.000000,0.000000
LN5624380-1,0.000000,0.000000,-3.094749,-0.637799,0.000000,0.000000
LN5928546-1,0.000000,0.000000,-3.310789,-0.014803,0.000000,0.000000
LN6259982-1,0.000000,0.000000,-23.925623,0.006254,0.000000,0.000000
LN5895810-1,0.000000,0.000000,-3.830381,-0.009507,0.000000,0.000000
LN6139649-1,0.000000,0.000000,-3.798247,-0.595426,0.000000,0.000000
LN6230797-1,0.000000,0.000000,-2.923123,-0.458387,0.000000,0.000000
LN5894225-1,0.000000,0.000000,-5.259543,-0.824690,0.000000,0.000000
LN5926292-1,0.000000,0.000000,-1.421777,-0.185522,0.000000,0.000000
LN5714070-1,0.000000,0.000000,-1.473919,-0.003737,0.000000,0.000000
LN247160,0.000000,0.000000,-0.886428,-0.094775,0.000000,0.000000
LN5835145-1,0.000000,0.000000,-2.283435,-0.001333,0.000000,0.000000
LN6418150-1,0.000000,0.000000,-0.908945,0.000056,0.000000,0.000000
LN6505938-4,0.000000,0.000000,-2.931773,-0.450987,0.000000,0.000000
LN5835175-1,0.000000,0.000000,-21.991894,-0.012008,0.000000,0.000000
LN5472341-1,0.000000,0.000000,-0.886530,-0.094742,0.000000,0.000000
LN6076245-1,0.000000,0.000000,-1.768274,-0.061117,0.000000,0.000000
LN5593225-1,0.000000,0.000000,-1.507056,-0.006829,0.000000,0.000000
LN6259983-1,0.000000,0.000000,-1.515032,-0.004797,0.000000,0.000000
LN5653472-1,0.000000,0.000000,-6.027492,-0.658385,0.000000,0.000000
LN5746706-2,0.000000,0.000000,-6.184857,-1.274884,0.000000,0.000000
LN6047562-1,0.000000,0.000000,-1.504645,-0.007446,0.000000,0.000000
LN5653463-1,0.000000,0.000000,-0.865276,-0.012475,0.000000,0.000000
LN5714046-1,0.000000,0.000000,-1.504645,-0.007446,0.000000,0.000000
LN5682333-1,0.000000,0.000000,-4.121138,-0.009254,0.000000,0.000000
LN5926320-1,0.000000,0.000000,-0.881424,-0.031174,0.000000,0.000000
LN6350555-1,0.000000,0.000000,-0.884147,-0.030554,0.000000,0.000000
LN5532787-1,0.000000,0.000000,-1.517143,-0.000757,0.000000,0.000000
LN6320337-1,0.000000,0.000000,-2.203003,-0.008070,0.000000,0.000000
LN5829253-1,0.000000,0.000000,-1.473838,-0.003772,0.000000,0.000000
LN6348946-1,0.000000,0.000000,-1.455987,-0.057611,0.000000,0.000000
LN5502529-1,0.000000,0.000000,-2.203003,-0.008070,0.000000,0.000000
LN5472388-1,0.000000,0.000000,-2.945050,-0.110654,0.000000,0.000000
LN6349077-1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
LN5593248-1,0.000000,0.000000,-0.901979,-0.003941,0.000000,0.000000
LN5742901-1,0.000000,0.000000,-0.881099,-0.131191,0.000000,0.000000
LN5926316-1,0.000000,0.000000,-12.118980,-1.313078,0.000000,0.000000
LN6506316-3,0.000000,0.000000,-2.673449,0.001780,0.000000,0.000000
LN5593228-1,0.000000,0.000000,-1.473826,-0.003504,0.000000,0.000000
LN6320338-1,0.000000,0.000000,-1.465253,-0.004779,0.000000,0.000000
LN6506316-6,0.000000,0.000000,-1.782294,0.001184,0.000000,0.000000
LN6078773-1,0.000000,0.000000,-1.461669,-0.229165,0.000000,0.000000
LN5744337-1,0.000000,0.000000,-1.518232,-0.000279,0.000000,0.000000
LN5502557-1,0.000000,0.000000,-3.822310,-0.142755,0.000000,0.000000
LN5896826-1,0.000000,0.000000,-0.843372,-0.173692,0.000000,0.000000
LN6321415-1,0.000000,0.000000,-1.461669,-0.229165,0.000000,0.000000
LN6259991-1,0.000000,0.000000,-2.935851,-0.006955,0.000000,0.000000
LN5806920-1,0.000000,0.000000,-5.304134,-0.013316,0.000000,0.000000
LN6412352-1,0.000000,0.000000,-1.461669,-0.229165,0.000000,0.000000
LN6292466-1,0.000000,0.000000,-1.440984,-0.020692,0.000000,0.000000
LN6198036-1,0.000000,0.000000,-0.878160,-0.031905,0.000000,0.000000
LN5804837-1,0.000000,0.000000,-2.977622,-0.320871,0.000000,0.000000
LN5653453-1,0.000000,0.000000,-1.810039,-0.006306,0.000000,0.000000
LN5865242-1,0.000000,0.000000,-28.966915,-0.023197,0.000000,0.000000
LN6013613-1,0.000000,0.000000,-2.277752,-0.003803,0.000000,0.000000
LN5651966-1,0.000000,0.000000,-0.880264,-0.001988,0.000000,0.000000
LN6409780-1,0.000000,0.000000,-1.748413,-0.066479,0.000000,0.000000
LN5865247-1,0.000000,0.000000,-4.554577,-0.000888,0.000000,0.000000
LN6229788-1,0.000000,0.000000,-2.422122,-0.007426,0.000000,0.000000
LN6102834-1,0.000000,0.000000,-5.320858,-0.577428,0.000000,0.000000
LN5502537-1,0.000000,0.000000,-9.264756,-0.002634,0.000000,0.000000
LN6048598-2,0.000000,0.000000,-1.465883,-0.225494,0.000000,0.000000
LN5865240-1,0.000000,0.000000,-0.881006,-0.001960,0.000000,0.000000
LN5803984-2,0.000000,0.000000,-14.115511,-0.004663,0.000000,0.000000
LN5653481-1,0.000000,0.000000,-0.902006,-0.003939,0.000000,0.000000
LN5534964-1,0.000000,0.000000,-0.886428,-0.094775,0.000000,0.000000
LN6350554-1,0.000000,0.000000,-0.884147,-0.030554,0.000000,0.000000
LN5806921-1,0.000000,0.000000,-3.310789,-0.014803,0.000000,0.000000
LN6017291-1,0.000000,0.000000,-1.470165,-0.003681,0.000000,0.000000
LN5500962-1,0.000000,0.000000,-1.465940,-0.003218,0.000000,0.000000
LN6505937-2,0.000000,0.000000,-3.809600,-0.585773,0.000000,0.000000
LN6206281-1,0.000000,0.000000,-0.908945,0.000056,0.000000,0.000000
LN5865225-1,0.000000,0.000000,-0.888054,-0.000322,0.000000,0.000000
LN5859996-1,0.000000,0.000000,-2.951197,-0.031198,0.000000,0.000000
LN5896831-1,0.000000,0.000000,-1.461669,-0.229165,0.000000,0.000000
LN6380799-1,0.000000,0.000000,-13.595489,-1.470713,0.000000,0.000000
LN5924800-1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
LN5865239-1,0.000000,0.000000,-1.470165,-0.003681,0.000000,0.000000
LN5744361-1,0.000000,0.000000,-2.356331,-0.005391,0.000000,0.000000
LN6229812-1,0.000000,0.000000,-6.027492,-0.658385,0.000000,0.000000
LN6163946-1,0.000000,0.000000,-2.951197,-0.031198,0.000000,0.000000
