# Voltage_8500.csv run at 2000-09-01 12:00:00 PDT on 9883 powerflow objects (not all are nodes)
node_name,voltA_real,voltA_imag,voltB_real,voltB_imag,voltC_real,voltC_imag
X3104155C,13.932616,112.707399,13.932616,112.707399,0.000000,0.000000
X2710543C,18.753126,113.201783,18.753126,113.201783,0.000000,0.000000
X2861197C,12.619403,116.446517,12.619403,116.446517,0.000000,0.000000
X2992657A,90.654735,-67.162377,90.654735,-67.162377,0.000000,0.000000
X3254237A,83.995052,-67.000543,83.995052,-67.000543,0.000000,0.000000
X2710544A,81.468755,-76.288990,81.468755,-76.288990,0.000000,0.000000
X2917359A,90.921496,-66.968357,90.921496,-66.968357,0.000000,0.000000
X3122847A,83.137781,-78.076139,83.137781,-78.076139,0.000000,0.000000
X3029520B,-107.661931,-27.013093,-107.661931,-27.013093,0.000000,0.000000
X3150961C,12.926351,116.347015,12.926351,116.347015,0.000000,0.000000
X2684420B,-107.738727,-27.311948,-107.738727,-27.311948,0.000000,0.000000
X2685809A,85.967657,-79.036393,85.967657,-79.036393,0.000000,0.000000
X3097861C,15.108633,116.723578,15.108633,116.723578,0.000000,0.000000
X2798067B,-104.640190,-40.214844,-104.640190,-40.214844,0.000000,0.000000
X2929261A,85.095769,-78.209703,85.095769,-78.209703,0.000000,0.000000
X2891575C,6.614415,115.663183,6.614415,115.663183,0.000000,0.000000
X2685805A,82.351175,-77.818457,82.351175,-77.818457,0.000000,0.000000
X3225319B,-102.902470,-36.804890,-102.902470,-36.804890,0.000000,0.000000
X2925506C,18.739020,113.220202,18.739020,113.220202,0.000000,0.000000
X2983432A,84.824035,-78.375423,84.824035,-78.375423,0.000000,0.000000
X2948732B,-109.630364,-27.341614,-109.630364,-27.341614,0.000000,0.000000
X2911069B,-109.634159,-27.344585,-109.634159,-27.344585,0.000000,0.000000
X2724120C,15.910084,114.854405,15.910084,114.854405,0.000000,0.000000
X2858175A,80.710808,-76.572454,80.710808,-76.572454,0.000000,0.000000
X3251807A,80.397801,-76.730131,80.397801,-76.730131,0.000000,0.000000
X3231269B,-109.631329,-27.342370,-109.631329,-27.342370,0.000000,0.000000
X3081380A,91.321514,-66.651000,91.321514,-66.651000,0.000000,0.000000
X3139103A,80.545015,-76.782415,80.545015,-76.782415,0.000000,0.000000
X2876814A,82.304184,-77.744153,82.304184,-77.744153,0.000000,0.000000
X3120503A,80.653255,-76.551918,80.653255,-76.551918,0.000000,0.000000
X3120504A,80.645216,-76.549048,80.645216,-76.549048,0.000000,0.000000
X2875754C,13.580092,115.252232,13.580092,115.252232,0.000000,0.000000
X3195327A,80.823707,-76.612707,80.823707,-76.612707,0.000000,0.000000
X2763407C,6.335693,116.852004,6.335693,116.852004,0.000000,0.000000
X2688692B,-102.975152,-41.706147,-102.975152,-41.706147,0.000000,0.000000
X2688693C,14.254434,114.200886,14.254434,114.200886,0.000000,0.000000
X2913406B,-107.708580,-27.045022,-107.708580,-27.045022,0.000000,0.000000
X2989571A,80.617611,-76.539182,80.617611,-76.539182,0.000000,0.000000
X2764411C,6.619307,115.639319,6.619307,115.639319,0.000000,0.000000
X3119793B,-106.341745,-39.145551,-106.341745,-39.145551,0.000000,0.000000
X3251808A,80.970579,-76.692949,80.970579,-76.692949,0.000000,0.000000
X3027133A,82.886612,-78.250182,82.886612,-78.250182,0.000000,0.000000
X2857591A,83.154963,-78.082168,83.154963,-78.082168,0.000000,0.000000
X2726983A,80.858413,-76.956331,80.858413,-76.956331,0.000000,0.000000
X3157167A,88.437634,-74.986187,88.437634,-74.986187,0.000000,0.000000
X3082993A,80.312292,-76.699707,80.312292,-76.699707,0.000000,0.000000
X3120376A,83.234549,-78.371500,83.234549,-78.371500,0.000000,0.000000
X2989432B,-107.929949,-27.416605,-107.929949,-27.416605,0.000000,0.000000
X3120484C,17.957196,114.748957,17.957196,114.748957,0.000000,0.000000
X2820528C,17.961665,114.739276,17.961665,114.739276,0.000000,0.000000
X2745799C,17.961960,114.738187,17.961960,114.738187,0.000000,0.000000
X3270814A,83.101071,-78.299182,83.101071,-78.299182,0.000000,0.000000
X2801895B,-102.907877,-36.811571,-102.907877,-36.811571,0.000000,0.000000
X2801896B,-109.723166,-27.399238,-109.723166,-27.399238,0.000000,0.000000
X3214055C,16.846630,114.577516,16.846630,114.577516,0.000000,0.000000
X3195310A,87.485779,-70.116845,87.485779,-70.116845,0.000000,0.000000
X3008232B,-110.897642,-28.006906,-110.897642,-28.006906,0.000000,0.000000
X2764399B,-110.896459,-28.004275,-110.896459,-28.004275,0.000000,0.000000
X3027116A,88.580532,-70.590425,88.580532,-70.590425,0.000000,0.000000
X2689678B,-106.139637,-38.999649,-106.139637,-38.999649,0.000000,0.000000
X2951995C,19.392455,112.303417,19.392455,112.303417,0.000000,0.000000
X3139086B,-107.662178,-27.011255,-107.662178,-27.011255,0.000000,0.000000
X2933120C,18.440699,113.302648,18.440699,113.302648,0.000000,0.000000
X2726973A,84.338586,-78.263262,84.338586,-78.263262,0.000000,0.000000
X2820531B,-111.845146,-30.031682,-111.845146,-30.031682,0.000000,0.000000
X3157708C,17.730280,114.711423,17.730280,114.711423,0.000000,0.000000
X2858166A,85.546632,-79.131226,85.546632,-79.131226,0.000000,0.000000
X2764403A,82.899476,-75.118660,82.899476,-75.118660,0.000000,0.000000
X2895449C,17.957550,115.570909,17.957550,115.570909,0.000000,0.000000
X3176656A,84.726143,-78.091411,84.726143,-78.091411,0.000000,0.000000
X2820533A,83.924970,-75.365348,83.924970,-75.365348,0.000000,0.000000
X2876796A,84.848848,-77.377391,84.848848,-77.377391,0.000000,0.000000
X2876797A,84.882189,-77.466133,84.882189,-77.466133,0.000000,0.000000
X3157710B,-108.238991,-27.590599,-108.238991,-27.590599,0.000000,0.000000
X2726974B,-109.395794,-31.415232,-109.395794,-31.415232,0.000000,0.000000
X2726975B,-107.486294,-27.172396,-107.486294,-27.172396,0.000000,0.000000
X3195315A,91.337733,-71.993603,91.337733,-71.993603,0.000000,0.000000
X3143999A,84.077906,-77.746271,84.077906,-77.746271,0.000000,0.000000
X3125349C,19.193303,112.730121,19.193303,112.730121,0.000000,0.000000
X3181545C,19.159337,112.799992,19.159337,112.799992,0.000000,0.000000
X3082981C,13.879104,113.082429,13.879104,113.082429,0.000000,0.000000
X2876798B,-110.141597,-28.697960,-110.141597,-28.697960,0.000000,0.000000
X3008237C,16.585248,116.740799,16.585248,116.740799,0.000000,0.000000
X2783231B,-110.510245,-32.079785,-110.510245,-32.079785,0.000000,0.000000
X3176660B,-110.067589,-31.819014,-110.067589,-31.819014,0.000000,0.000000
X3082983B,-109.801091,-31.657743,-109.801091,-31.657743,0.000000,0.000000
X2801902B,-109.696623,-31.592388,-109.696623,-31.592388,0.000000,0.000000
X3157718A,89.182570,-74.946588,89.182570,-74.946588,0.000000,0.000000
X2745806C,18.445120,113.276411,18.445120,113.276411,0.000000,0.000000
X3195318B,-109.020198,-42.839326,-109.020198,-42.839326,0.000000,0.000000
X3214071C,12.487008,116.480520,12.487008,116.480520,0.000000,0.000000
X3214069C,12.557038,116.464009,12.557038,116.464009,0.000000,0.000000
X3232902A,83.396706,-67.365272,83.396706,-67.365272,0.000000,0.000000
X3027122A,81.584869,-67.520917,81.584869,-67.520917,0.000000,0.000000
X3082988B,-104.675842,-44.308592,-104.675842,-44.308592,0.000000,0.000000
X3027124C,6.520309,116.017722,6.520309,116.017722,0.000000,0.000000
X2801909C,4.174327,119.203981,4.174327,119.203981,0.000000,0.000000
X2914324A,82.822207,-78.223501,82.822207,-78.223501,0.000000,0.000000
X2820556A,81.235860,-76.483067,81.235860,-76.483067,0.000000,0.000000
X2933135A,83.275073,-67.376766,83.275073,-67.376766,0.000000,0.000000
X3139366A,96.407954,-65.249210,96.407954,-65.249210,0.000000,0.000000
X2708744B,-104.248356,-38.353527,-104.248356,-38.353527,0.000000,0.000000
X2690187B,-104.222818,-38.318154,-104.222818,-38.318154,0.000000,0.000000
X3233412A,84.058765,-67.104764,84.058765,-67.104764,0.000000,0.000000
X3027670B,-104.190527,-38.273443,-104.190527,-38.273443,0.000000,0.000000
X2821087A,83.986276,-67.101832,83.986276,-67.101832,0.000000,0.000000
X2990098A,83.970398,-67.097598,83.970398,-67.097598,0.000000,0.000000
X3252336B,-104.147360,-38.222259,-104.147360,-38.222259,0.000000,0.000000
X2802480B,-104.153309,-38.221932,-104.153309,-38.221932,0.000000,0.000000
X3233413B,-104.131764,-38.197966,-104.131764,-38.197966,0.000000,0.000000
X3027671A,83.944451,-67.093851,83.944451,-67.093851,0.000000,0.000000
X3102286B,-104.121613,-38.178067,-104.121613,-38.178067,0.000000,0.000000
X2802481A,83.908790,-67.095541,83.908790,-67.095541,0.000000,0.000000
X3214549A,83.911069,-67.092779,83.911069,-67.092779,0.000000,0.000000
X3139598B,-106.326624,-39.121731,-106.326624,-39.121731,0.000000,0.000000
X3214112B,-107.599056,-26.963765,-107.599056,-26.963765,0.000000,0.000000
X3251854A,85.276037,-75.161115,85.276037,-75.161115,0.000000,0.000000
X2763072B,-103.726221,-37.374325,-103.726221,-37.374325,0.000000,0.000000
X3172805A,81.975423,-76.922579,81.975423,-76.922579,0.000000,0.000000
X3226771A,82.421353,-76.794888,82.421353,-76.794888,0.000000,0.000000
X3189190A,82.144488,-76.964051,82.144488,-76.964051,0.000000,0.000000
X2896685A,84.233180,-66.779233,84.233180,-66.779233,0.000000,0.000000
X2896685B,-104.107125,-38.318238,-104.107125,-38.318238,0.000000,0.000000
X2896685C,13.276911,116.153076,13.276911,116.153076,0.000000,0.000000
X2937757C,6.330225,116.866273,6.330225,116.866273,0.000000,0.000000
X2806553C,6.405425,116.575315,6.405425,116.575315,0.000000,0.000000
X2862616C,19.411958,112.260055,19.411958,112.260055,0.000000,0.000000
X2746587C,18.027824,114.447232,18.027824,114.447232,0.000000,0.000000
X2727795C,15.895408,114.960137,15.895408,114.960137,0.000000,0.000000
X3177665A,84.272821,-78.179192,84.272821,-78.179192,0.000000,0.000000
X3046854B,-107.737678,-27.067875,-107.737678,-27.067875,0.000000,0.000000
X3102793B,-109.581681,-31.525360,-109.581681,-31.525360,0.000000,0.000000
X2803199A,84.003632,-67.014955,84.003632,-67.014955,0.000000,0.000000
X2803199B,-104.155837,-38.339031,-104.155837,-38.339031,0.000000,0.000000
X2803199C,13.281023,116.192159,13.281023,116.192159,0.000000,0.000000
X3215203A,83.966676,-66.991277,83.966676,-66.991277,0.000000,0.000000
X3215203B,-104.120723,-38.315710,-104.120723,-38.315710,0.000000,0.000000
X3215203C,13.285654,116.158932,13.285654,116.158932,0.000000,0.000000
X3065665A,81.502014,-67.482751,81.502014,-67.482751,0.000000,0.000000
X3177881C,18.039225,114.514021,18.039225,114.514021,0.000000,0.000000
X3047058A,81.610826,-77.303012,81.610826,-77.303012,0.000000,0.000000
X3177894A,80.318140,-76.701791,80.318140,-76.701791,0.000000,0.000000
X3140238A,80.659933,-76.844739,80.659933,-76.844739,0.000000,0.000000
X2821770A,84.070534,-77.769920,84.070534,-77.769920,0.000000,0.000000
X2915534A,84.053366,-77.767262,84.053366,-77.767262,0.000000,0.000000
X2690868C,19.309206,112.476448,19.309206,112.476448,0.000000,0.000000
X2803194C,19.297375,112.498962,19.297375,112.498962,0.000000,0.000000
X3047073C,19.297201,112.495089,19.297201,112.495089,0.000000,0.000000
X3065696A,81.614069,-77.303361,81.614069,-77.303361,0.000000,0.000000
X2915542A,83.962800,-66.989257,83.962800,-66.989257,0.000000,0.000000
X2915542B,-104.116258,-38.312487,-104.116258,-38.312487,0.000000,0.000000
X2915542C,13.286571,116.154827,13.286571,116.154827,0.000000,0.000000
X3234149A,96.298630,-65.252172,96.298630,-65.252172,0.000000,0.000000
X3234149B,-105.302222,-50.565348,-105.302222,-50.565348,0.000000,0.000000
X3234149C,7.921119,117.777428,7.921119,117.777428,0.000000,0.000000
X2859391B,-110.476261,-27.806500,-110.476261,-27.806500,0.000000,0.000000
X2859403A,83.835690,-67.323608,83.835690,-67.323608,0.000000,0.000000
X3215340A,80.888795,-76.969824,80.888795,-76.969824,0.000000,0.000000
X3047289A,87.505038,-67.254346,87.505038,-67.254346,0.000000,0.000000
X3047289B,-102.436115,-41.123296,-102.436115,-41.123296,0.000000,0.000000
X3047289C,14.516466,113.537740,14.516466,113.537740,0.000000,0.000000
X3215549B,-108.064406,-27.491357,-108.064406,-27.491357,0.000000,0.000000
X3253570C,6.326729,116.875397,6.326729,116.875397,0.000000,0.000000
X2972704C,15.896268,114.957175,15.896268,114.957175,0.000000,0.000000
X3159645A,84.826956,-78.376410,84.826956,-78.376410,0.000000,0.000000
X3091052A,81.118511,-76.423234,81.118511,-76.423234,0.000000,0.000000
X2916234A,81.382732,-76.559698,81.382732,-76.559698,0.000000,0.000000
X3029183B,-107.484784,-26.874129,-107.484784,-26.874129,0.000000,0.000000
X3108449A,81.793437,-67.290390,81.793437,-67.290390,0.000000,0.000000
X3103822C,17.923646,115.403554,17.923646,115.403554,0.000000,0.000000
X2991640C,13.842723,113.342983,13.842723,113.342983,0.000000,0.000000
X2729206C,17.941646,115.386753,17.941646,115.386753,0.000000,0.000000
X2897554C,17.966955,115.336201,17.966955,115.336201,0.000000,0.000000
X2729207C,17.951611,115.368903,17.951611,115.368903,0.000000,0.000000
X2766499C,17.962294,115.346139,17.962294,115.346139,0.000000,0.000000
X2878848C,17.952429,115.363779,17.952429,115.363779,0.000000,0.000000
X3263051C,15.900094,114.950903,15.900094,114.950903,0.000000,0.000000
X3312692A,80.308874,-76.698489,80.308874,-76.698489,0.000000,0.000000
X3315860B,-109.844417,-27.464504,-109.844417,-27.464504,0.000000,0.000000
X3342743C,17.921355,115.201115,17.921355,115.201115,0.000000,0.000000
X3448661B,-107.572599,-27.219860,-107.572599,-27.219860,0.000000,0.000000
X3552667C,11.908755,116.610352,11.908755,116.610352,0.000000,0.000000
X3626914C,15.888672,115.011347,15.888672,115.011347,0.000000,0.000000
X3632979A,81.942012,-77.235427,81.942012,-77.235427,0.000000,0.000000
X3645809C,17.944366,115.198708,17.944366,115.198708,0.000000,0.000000
X3645810C,17.961862,115.169164,17.961862,115.169164,0.000000,0.000000
X3645811C,17.967596,115.156956,17.967596,115.156956,0.000000,0.000000
X3645812C,17.942925,115.198204,17.942925,115.198204,0.000000,0.000000
X3649297A,84.077344,-78.688128,84.077344,-78.688128,0.000000,0.000000
X3649298A,84.056579,-78.680968,84.056579,-78.680968,0.000000,0.000000
X3649299A,84.041093,-78.674037,84.041093,-78.674037,0.000000,0.000000
X3649300A,84.025123,-78.670122,84.025123,-78.670122,0.000000,0.000000
X3649301A,84.015520,-78.666812,84.015520,-78.666812,0.000000,0.000000
X3649302A,84.008535,-78.664405,84.008535,-78.664405,0.000000,0.000000
X3649304A,84.004481,-78.663009,84.004481,-78.663009,0.000000,0.000000
X3649305A,84.271490,-78.494577,84.271490,-78.494577,0.000000,0.000000
X3649306A,84.034097,-78.673216,84.034097,-78.673216,0.000000,0.000000
X3729297A,84.302188,-78.261592,84.302188,-78.261592,0.000000,0.000000
X3729298A,84.267320,-78.251310,84.267320,-78.251310,0.000000,0.000000
X3727707A,84.242005,-78.241091,84.242005,-78.241091,0.000000,0.000000
X3727708A,84.483156,-78.064295,84.483156,-78.064295,0.000000,0.000000
X3727709A,84.207276,-78.230857,84.207276,-78.230857,0.000000,0.000000
X3727710A,84.203927,-78.229717,84.203927,-78.229717,0.000000,0.000000
X3727711A,84.478623,-78.062746,84.478623,-78.062746,0.000000,0.000000
X3727712A,84.212019,-78.230877,84.212019,-78.230877,0.000000,0.000000
X3728037A,84.186471,-78.222164,84.186471,-78.222164,0.000000,0.000000
X3728038A,84.160279,-78.213234,84.160279,-78.213234,0.000000,0.000000
X3728039A,84.147876,-78.210605,84.147876,-78.210605,0.000000,0.000000
X3728040A,84.143220,-78.209018,84.143220,-78.209018,0.000000,0.000000
X3728041A,84.144680,-78.207915,84.144680,-78.207915,0.000000,0.000000
X3728042A,84.151446,-78.211823,84.151446,-78.211823,0.000000,0.000000
X3728043A,84.148383,-78.210779,84.148383,-78.210779,0.000000,0.000000
X3778577C,18.757231,113.173769,18.757231,113.173769,0.000000,0.000000
X3784018A,84.627654,-77.672968,84.627654,-77.672968,0.000000,0.000000
_HVMV_Sub_LSB,6180.839224,-3782.466593,-6363.384593,-3465.558899,177.410206,7211.183600
D6413567-3_INT,5573.479213,-4312.270869,-6537.556692,-2591.992935,908.639640,6966.648488
221-311359,5852.014606,-3894.892629,-6339.871811,-3115.422097,412.784159,7127.763062
221-308718,5118.224118,-4006.218885,-6278.942673,-2379.272312,740.148957,7032.945155
P862322,5118.235669,-4006.222486,-6278.952747,-2379.281489,740.144601,7032.956631
221-242079,5858.852997,-3897.535502,-6346.023640,-3120.055098,411.750474,7135.821264
M1108398,5115.844045,-4004.684532,-6276.617721,-2377.737095,740.456176,7030.762788
M1108387,5116.014629,-4004.787453,-6276.831976,-2377.880397,740.424528,7030.948055
M1089185,5115.259657,-4004.223286,-6275.780231,-2377.347113,740.443722,7030.044558
P850072,5115.837212,-4004.682401,-6276.611762,-2377.731667,740.458751,7030.756001
M1089183,5115.230267,-4004.214092,-6275.754558,-2377.323765,740.454787,7030.015344
M1209774,5858.861947,-3897.537408,-6346.030984,-3120.062873,411.746387,7135.830731
198-5320,5852.056536,-3894.901392,-6339.906334,-3115.458967,412.764519,7127.807612
M1108381,5118.252083,-4006.227604,-6278.967063,-2379.294530,740.138412,7032.972938
M1186052,5852.119441,-3894.914540,-6339.958127,-3115.514282,412.735054,7127.874448
P850080,5116.007341,-4004.785181,-6276.825619,-2377.874607,740.427275,7030.940816
221-311905,5115.996047,-4004.781659,-6276.815770,-2377.865636,740.431532,7030.929597
221-312488,5115.245183,-4004.218758,-6275.767588,-2377.335615,740.449171,7030.030171
P850083,5115.251692,-4004.220794,-6275.773273,-2377.340785,740.446721,7030.036641
221-311609,5115.828191,-4004.679588,-6276.603895,-2377.724502,740.462151,7030.747040
M1009651,4993.647594,-4607.568751,-6729.484138,-1882.907260,980.316500,6815.316655
L2925506,5121.828485,-4666.739981,-6634.630492,-1787.188284,1070.133577,6858.227686
M1069418,5117.198788,-4657.344159,-6603.882181,-1760.541757,1085.317141,6844.421521
L3104136,5142.613389,-4692.048857,-6735.469970,-1865.650415,1014.321058,6923.660669
M1069504,5074.588522,-4505.704222,-6654.733918,-1941.415344,970.423036,7021.264888
M1026855,5103.962523,-4709.221275,-6762.373695,-1830.219105,1018.956169,6967.182487
M1069517,5140.714113,-4517.994844,-6680.753672,-1985.210222,955.713477,7049.799122
M1047497,5143.438236,-4692.405238,-6736.616817,-1866.610694,1013.739802,6924.648560
L2745848,5127.311955,-4676.838321,-6669.435479,-1816.518044,1052.351501,6875.619896
N1136667,5195.030658,-4735.486291,-6790.580071,-1874.949845,1019.159140,6996.737441
L2876798,5123.015407,-4669.359176,-6644.515547,-1795.148087,1064.842922,6863.598372
L3197646,5067.009223,-4696.720926,-6748.554180,-1808.327164,1018.947773,6957.427630
M1047507,5151.190981,-4695.875284,-6747.620334,-1875.917535,1008.216460,6933.865897
M1069500,5049.584134,-4498.103862,-6641.825210,-1926.256954,974.039322,7008.292503
M1026858,5086.546348,-4703.881486,-6757.416597,-1821.362928,1018.237022,6962.930316
L3181545,5117.269207,-4653.995409,-6586.732397,-1748.474097,1095.629014,6833.284465
L2991939,5125.741494,-4674.122556,-6660.828968,-1808.932059,1056.535614,6871.778963
N1138603,5117.573483,-4654.826279,-6585.942618,-1749.441536,1097.086632,6830.180452
M1047528,5205.342407,-4740.006009,-6797.664137,-1884.006182,1017.602940,7000.349213
M1047574,5001.348094,-4483.210750,-6616.064983,-1896.332431,981.496558,6982.837518
M1047577,5160.333765,-4724.673711,-6775.824733,-1855.042530,1021.537438,6982.934987
M1047592,5150.185673,-4722.226108,-6773.051084,-1850.963758,1021.714341,6978.709565
M1047484,5129.335056,-4681.427119,-6689.811441,-1831.697081,1040.587445,6888.727535
L2822871,5054.360520,-4691.091903,-6739.923789,-1797.219561,1020.766209,6953.141708
L2935549,5119.159160,-4661.931909,-6619.608111,-1773.852526,1077.344058,6851.797574
Q14411,5120.739579,-4664.733840,-6628.425287,-1781.646166,1073.093072,6855.637033
M1026905,5030.129215,-4678.150507,-6717.767328,-1770.393479,1026.649810,6944.184809
M1047548,5182.493516,-4729.980070,-6781.997810,-1863.933343,1021.014217,6992.415601
L2879070,5136.414937,-4718.538861,-6769.998914,-1845.122378,1020.980084,6974.903887
M1069424,5119.682255,-4663.074702,-6623.330970,-1777.089499,1075.511783,6853.426669
L3143999,5118.136353,-4656.465552,-6584.395656,-1751.357176,1099.954082,6824.042359
N1139260,5122.404856,-4668.011866,-6639.430688,-1791.053575,1067.564428,6860.835698
L2820531,5149.784447,-4695.216069,-6745.568798,-1874.159782,1009.233322,6932.210379
N1138598,5116.750937,-4653.212524,-6588.280622,-1747.897390,1093.618856,6837.011434
M1047490,5134.176924,-4688.555135,-6724.022327,-1856.181957,1020.190400,6913.471506
L3235254,5112.779349,-4711.924508,-6764.883194,-1834.702487,1019.320233,6969.335121
N1144668,5118.282192,-4656.770524,-6584.095577,-1751.705951,1100.496548,6822.915893
L2766741,5116.133712,-4654.469202,-6593.597300,-1752.019918,1090.652639,6839.401042
M1047486,5129.770420,-4682.564001,-6695.665245,-1835.782567,1037.023067,6892.905406
L2822877,5116.489394,-4653.432087,-6589.327919,-1748.674828,1093.009133,6837.458885
M1069483,5127.989190,-4678.099107,-6673.475452,-1820.061574,1050.373480,6877.419691
L3103822,5171.868123,-4727.455665,-6778.977272,-1859.678477,1021.336369,6987.737617
M1047483,5128.928451,-4680.400301,-6684.459896,-1827.982718,1043.858649,6884.866494
Q14733,5323.964450,-4778.769961,-6868.145597,-1963.665153,995.570314,7065.674634
M1047534,5269.488926,-4761.667190,-6836.326361,-1928.370687,1005.938759,7034.385479
N1138599,5117.008317,-4653.310938,-6587.386089,-1747.679010,1094.425937,6835.837732
190-8593,5325.663698,-4779.296437,-6869.123545,-1964.749593,995.251776,7066.652185
M1026861,5100.737996,-4708.232637,-6761.455910,-1828.579423,1018.823022,6966.395217
M1069420,5118.563669,-4660.776377,-6615.713732,-1770.533166,1079.301176,6849.945150
L2841632,4998.586079,-4482.357964,-6614.589942,-1894.618941,981.923563,6981.379955
M1069311,5118.834972,-4657.961112,-6582.929025,-1753.070612,1102.610703,6818.512001
L3010560,5129.077098,-4680.753503,-6686.342994,-1829.276384,1042.699380,6886.252098
196-29519,5191.161325,-4733.789959,-6787.920786,-1871.550581,1019.743602,6995.381890
M1069350,5118.150844,-4656.495855,-6584.365839,-1751.391832,1100.007983,6823.930429
N1136666,5208.635414,-4741.443534,-6799.909381,-1886.882622,1017.114075,7001.498149
M1026896,5038.325229,-4682.974285,-6726.198019,-1780.529966,1024.351445,6947.087186
M1026854,5082.296623,-4702.578523,-6756.207014,-1819.201930,1018.061543,6961.892743
L3120484,5043.004160,-4685.380365,-6730.041826,-1785.397506,1023.477924,6948.547265
N1138604,5117.866951,-4655.672189,-6585.143439,-1750.429502,1098.566988,6827.014153
N1138607,5118.531740,-4657.303192,-6583.572997,-1752.316085,1101.442903,6820.946438
M1069514,5113.039002,-4513.979530,-6671.288052,-1966.582472,962.496029,7038.804628
M1069382,5116.049468,-4653.810890,-6591.093668,-1749.999113,1091.989720,6838.189555
L3066815,5187.396961,-4732.139646,-6785.333644,-1868.243534,1020.312208,6994.063113
M1047568,5320.797304,-4777.788687,-6866.322846,-1961.643918,996.164021,7063.852625
L3160109,5146.003237,-4693.513464,-6740.183132,-1869.596845,1011.932284,6927.720575
Q16642_CAP,5096.453832,-4512.167590,-6665.772378,-1954.716129,967.189613,7032.419662
N1136657,5110.143031,-4513.550815,-6670.224524,-1964.553646,963.267237,7037.621229
M1069464,5123.906924,-4671.057595,-6650.647525,-1800.192051,1061.631354,6866.835643
M1069481,5127.554759,-4677.282430,-6670.820171,-1817.750718,1051.685589,6876.210446
M1047480,5128.473977,-4679.448733,-6679.968426,-1824.731927,1046.513410,6881.799615
M3768670,5119.220865,-4713.878696,-6766.761322,-1837.962230,1019.527374,6971.022649
N1136367,5133.684732,-4516.974968,-6678.349438,-1980.478839,957.436221,7047.006559
L2858166,5204.807859,-4739.772658,-6797.299670,-1883.539255,1017.682297,7000.162709
L3235257,5059.211999,-4693.604780,-6744.271227,-1802.434225,1019.579517,6955.050537
M1047552,5180.602247,-4729.521121,-6781.444401,-1863.154490,1021.074668,6991.590924
M1069468,5124.446963,-4672.106463,-6654.231528,-1803.228268,1059.809679,6868.583025
M1069417,5116.782753,-4656.297971,-6600.275757,-1757.496235,1087.150892,6842.737841
L3216367,5124.848734,-4672.707059,-6656.222972,-1804.936486,1058.813309,6869.578259
M1069461,5123.282226,-4669.997236,-6646.865027,-1797.065753,1063.601137,6864.819792
L3122821,5130.995508,-4684.185307,-6703.533459,-1841.377004,1032.311657,6898.729202
M1026830,5141.866759,-4720.058020,-6771.091825,-1847.484735,1021.428812,6976.097701
M1069515,5124.253921,-4515.606675,-6675.123851,-1974.131085,959.747502,7043.259980
L3159448,5118.820171,-4657.936325,-6582.954295,-1753.042811,1102.565967,6818.602445
M1026902,5033.877502,-4680.395522,-6721.731614,-1775.132262,1025.549515,6945.534238
M1047522,5235.755735,-4750.869060,-6816.564924,-1906.168227,1012.191231,7015.523798
Q14413,5047.684507,-4687.734708,-6734.112703,-1790.269755,1022.362281,6950.437333
L2673308,5126.791884,-4675.887065,-6666.469547,-1813.877726,1053.777847,6874.354970
M1069419,5117.428643,-4657.922167,-6605.874692,-1762.224376,1084.304013,6845.351736
L2766749,5121.081487,-4665.320095,-6630.180815,-1783.241029,1072.274350,6856.341253
N1137992,5148.457234,-4694.618451,-6743.678417,-1872.558181,1010.180664,6930.634447
196-29520,5148.296209,-4694.545944,-6743.449066,-1872.363866,1010.295601,6930.443247
M1026852,5073.764840,-4699.323746,-6751.895929,-1813.140129,1018.604376,6959.310214
M1026872,5051.707687,-4689.757862,-6737.614651,-1794.457932,1021.400437,6952.067076
L2822872,5137.514838,-4689.901216,-6728.484048,-1859.843636,1017.886309,6917.523242
L3125349,5117.659019,-4655.059847,-6585.720601,-1749.713496,1097.496387,6829.307874
M1069376,5116.917508,-4653.072690,-6587.613624,-1747.402259,1094.007174,6836.726464
M3763619,5146.210400,-4721.248812,-6772.000530,-1849.350487,1021.734422,6977.151828
L2691967,5085.372957,-4508.966022,-6660.241454,-1947.905419,968.896969,7026.829850
M1069438,5121.638930,-4666.337946,-6633.177822,-1785.992641,1070.893943,6857.476198
M1047485,5132.706119,-4686.610777,-6714.949042,-1849.615491,1025.550319,6906.923319
N1136669,5177.797010,-4728.857735,-6780.652006,-1862.038060,1021.158722,6990.353314
R42246,5095.379875,-4512.008603,-6665.377973,-1953.963749,967.475612,7031.980804
M1047558,5301.756796,-4771.858769,-6855.244411,-1949.398996,999.802001,7052.835090
M1026886,5043.085892,-4685.422184,-6730.109873,-1785.482545,1023.461698,6948.574488
M1047526,5209.871522,-4741.983143,-6800.752187,-1887.962362,1016.930568,7001.929429
L3216345,5127.126925,-4715.983644,-6768.189542,-1841.170661,1020.206184,6972.840865
M4113347,5118.427599,-4657.074591,-6583.796387,-1752.053692,1101.037406,6821.792765
N1136663,5245.604279,-4754.021619,-6822.334357,-1912.650327,1010.365796,7021.030543
M1047550,5290.310287,-4768.243470,-6848.533536,-1941.939541,1001.978918,7046.290387
M4277837,5117.755555,-4658.744242,-6608.708551,-1764.617490,1082.863087,6846.674740
M1069457,5122.443418,-4668.096961,-6639.751844,-1791.312181,1067.392540,6861.010186
M1026851,5060.531238,-4694.288094,-6745.453404,-1803.852223,1019.256826,6955.569595
